5200152701,Academy of Management Learning and Education,Active
4700152287,Academy of Management Perspectives,Active
20206,Academy of Management Review,Active
19700175175,Academy of Marketing Studies Journal,Inactive
19700175176,Academy of Strategic Management Journal,Active
23668,Acadiensis,Active
19700173205,Acarina,Active
24078,Acarologia,Active
4500151410,ACC Cardiosource Review Journal,Inactive
21512,ACC Current Journal Review,Inactive
19532,Accident Analysis and Prevention,Active
27065,Accident and Emergency Nursing,Inactive
18735,Accountability in Research,Active
28034,Accounting and Business Research,Active
200147123,Accounting and Finance,Active
19900193215,Accounting and the Public Interest,Active
19700188267,Accounting Education,Active
145078,Accounting Forum,Active
21100388306,Accounting Historians Journal,Active
11400153311,Accounting History,Active
19900192338,Accounting History Review,Active
5000158708,Accounting Horizons,Active
19900191863,Accounting in Europe,Active
14000156207,Accounting Perspectives,Active
19600162139,Accounting Research Journal,Active
28096,Accounting Review,Active
130105,"Accounting, Auditing and Accountability Journal",Active
18215,"Accounting, Business and Financial History",Inactive
21100843497,"Accounting, Economics and Law",Active
9700153235,"Accounting, Management and Information Technologies",Inactive
28094,"Accounting, Organizations and Society",Active
22657,Accounts of Chemical Research,Active
23415,Accreditation and Quality Assurance,Active
21100235613,ACDI Anuario Colombiano de Derecho Internacional,Active
21100788267,ACG Case Reports Journal,Active
5000153201,ACH - Models in Chemistry,Inactive
25159,ACI Materials Journal,Active
25161,ACI Structural Journal,Active
5100155014,ACIMED,Inactive
21100198457,ACM Communications in Computer Algebra,Active
23038,ACM Computing Surveys,Active
19700201136,ACM Inroads,Active
145466,ACM Journal on Educational Resources in Computing,Inactive
4700152798,ACM Journal on Emerging Technologies in Computing Systems,Active
19700185000,ACM SIGPLAN Notices,Active
19700186855,ACM Transactions on Accessible Computing,Active
4700153006,ACM Transactions on Algorithms,Active
12100154833,ACM Transactions on Applied Perception,Active
21100784666,ACM Transactions on Asian and Low-Resource Language Information Processing,Active
26798,ACM Transactions on Asian Language Information Processing,Inactive
4800153205,ACM Transactions on Autonomous and Adaptive Systems,Active
19700166602,ACM Transactions on Computation Theory,Active
23051,ACM Transactions on Computational Logic,Active
12213,ACM Transactions on Computer Systems,Active
26199,ACM Transactions on Computer-Human Interaction,Active
19700183047,ACM Transactions on Computing Education,Active
13044,ACM Transactions on Database Systems,Active
18662,ACM Transactions on Design Automation of Electronic Systems,Active
21100853526,ACM Transactions on Economics and Computation,Active
24972,ACM Transactions on Graphics,Active
28875,ACM Transactions on Information and System Security,Active
18997,ACM Transactions on Information Systems,Active
19700190323,ACM Transactions on Intelligent Systems and Technology,Active
15773,ACM Transactions on Internet Technology,Active
5800173377,ACM Transactions on Knowledge Discovery from Data,Active
21100200804,ACM Transactions on Management Information Systems,Active
18120,ACM Transactions on Mathematical Software,Active
23054,ACM Transactions on Modeling and Computer Simulation,Active
4700151918,"ACM Transactions on Multimedia Computing, Communications and Applications",Active
35263,ACM Transactions on Office Information Systems,Inactive
21100832567,ACM Transactions on Privacy and Security,Active
27836,ACM Transactions on Programming Languages and Systems,Active
21100217640,ACM Transactions on Reconfigurable Technology and Systems,Active
4700152843,ACM Transactions on Sensor Networks,Active
18121,ACM Transactions on Software Engineering and Methodology,Active
4700152720,ACM Transactions on Speech and Language Processing,Inactive
4700152858,ACM Transactions on Storage,Active
5800207369,ACM Transactions on the Web,Active
14979,ACME,Active
21513,ACOG Clinical Review,Inactive
67637,ACOG committee opinion,Inactive
14400154708,ACOG Current Journal Review,Inactive
5200152618,ACORN,Active
12940,Acoustic Research Letters Online,Inactive
12922,Acoustical Physics,Active
12935,Acoustical Science and Technology,Active
60455,Acoustics Australia,Active
12938,Acoustics Bulletin,Active
12939,Acoustics Letters,Inactive
21514,ACP journal club,Inactive
5000154501,Acquisitions Librarian,Inactive
20956,Acrocephalus,Active
5800207808,Across Languages and Cultures,Active
19700171101,ACS Applied Materials & Interfaces,Active
21100461927,ACS Biomaterial Science and Engineering,Active
19700188320,ACS Catalysis,Active
21100824912,ACS Central Science,Active
5300152227,ACS Chemical Biology,Active
19700172804,ACS Chemical Neuroscience,Active
19700186746,ACS Combinatorial Science,Active
21100832985,ACS Energy Letters,Active
21100461918,ACS Infectious Diseases,Active
21100209317,ACS Macro Letters,Active
19700177127,ACS Medicinal Chemistry Letters,Active
11500153511,ACS Nano,Active
21100828963,ACS Omega,Active
21100368207,ACS Photonics,Active
21100824897,ACS Sensors,Active
21100248891,ACS Sustainable Chemistry & Engineering,Active
22180,ACS Symposium Series,Active
21100218506,ACS Synthetic Biology,Active
27076,ACSM Bulletin,Inactive
27566,ACSM's Health and Fitness Journal,Active
19400157885,Acta - Unio Internationalis Contra Cancrum,Inactive
14011,Acta Academiae Medicinae Hubei,Inactive
31747,Acta Academiae Medicinae Primae Shanghai,Inactive
33860,Acta Academiae Medicinae Sichuan,Inactive
99327,Acta Academiae Medicinae Wuhan,Inactive
19700202712,Acta Academica,Active
12941,Acta Acustica united with Acustica,Active
21100296234,Acta ad Archaeologiam et Artium Historiam Pertinentia,Inactive
29731,Acta Adriatica,Active
35770,Acta Agriculturae Scandinavica - Section A: Animal Science,Active
51952,Acta Agriculturae Scandinavica - Section B Soil and Plant Science,Active
12000154412,Acta Agriculturae Slovenica,Active
21100439337,Acta Agrobotanica,Active
65755,Acta Agronomica,Active
14291,Acta Agronomica Hungarica,Inactive
12300154708,Acta Agronomica Sinica,Inactive
21100838400,Acta Agronomica Sinica(China),Active
20860,Acta Alimentaria,Active
37342,Acta Allergologica,Inactive
19400158041,Acta allergologica. Supplementum,Inactive
18748,Acta Amazonica,Active
54975,Acta anaesthesiologica,Inactive
21395,Acta Anaesthesiologica Belgica,Active
84781,Acta Anaesthesiologica Italica,Inactive
21396,Acta Anaesthesiologica Italica / Anaesthesia and Intensive Care in Italy,Inactive
21397,Acta Anaesthesiologica Scandinavica,Active
33450,"Acta Anaesthesiologica Scandinavica, Supplement",Inactive
79504,Acta Anaesthesiologica Sinica,Inactive
21914,Acta Anaesthesiologica Taiwanica,Inactive
19400158711,Acta Analytica,Active
36594,Acta Anatomica,Inactive
4000151906,Acta Anatomica Sinica,Active
144841,Acta Angiologica,Active
28295,Acta Antiqua Academiae Scientiarum Hungaricae,Active
24099,Acta Applicandae Mathematicae,Active
69489,Acta Arachnologica,Active
16400154717,Acta Archaeologica,Active
7100153130,Acta Archaeologica Academiae Scientiarum Hungaricae,Active
21100826812,Acta Archaeologica Lodziensia,Active
24100,Acta Arithmetica,Active
12372,Acta Astronautica,Active
26624,Acta Astronomica,Active
21100813726,Acta Baltica Historiae et Philosophiae Scientiarum,Active
5800207671,Acta Baltico-Slavica,Active
60556,Acta Belgica de Arte Medicinali et Pharmaceutica Militari,Inactive
56435,Acta Belgica historiae medicinae : official journal of the Belgian Association for the History of Medicine / Societas Belgica Historiae Medicinae,Inactive
67474,Acta Belgica Medica Physica,Inactive
76668,Acta Biochimica et Biophysica Academiae Scientiarum Hungaricae,Inactive
38121,Acta Biochimica et Biophysica Hungarica,Inactive
51013,Acta Biochimica et Biophysica Sinica,Active
14349,Acta Biochimica et Biophysica Sinica,Inactive
16753,Acta Biochimica Polonica,Active
10600153355,Acta Bioethica,Active
72110,Acta Biologiae Experimentalis,Inactive
71010,Acta Biologica Academiae Scientiarum Hungaricae,Inactive
98581,Acta Biologica Benrodis,Inactive
17600155203,Acta Biologica Colombiana,Active
16199,Acta Biologica Cracoviensia Series Botanica,Active
4800152307,Acta Biologica Cracoviensia Series Zoologia,Inactive
35157,Acta Biologica et Medica Germanica,Inactive
12453,Acta Biologica Hungarica,Active
87723,Acta Biologica Szegediensis,Active
3300147809,Acta Biomaterialia,Active
28021,Acta Biomedica de l'Ateneo Parmense,Active
16755,Acta Bioquimica Clinica Latinoamericana,Inactive
75614,Acta Biotechnologica,Inactive
12456,Acta Biotheoretica,Active
19700181417,Acta Borealia,Active
4800153106,Acta Botanica Brasilica,Active
16201,Acta Botanica Croatica,Active
16206,Acta Botanica Fennica,Inactive
16208,Acta Botanica Gallica,Inactive
16209,Acta Botanica Hungarica,Active
16636,Acta Botanica Malacitana,Inactive
19200156903,Acta Botanica Mexicana,Active
64107,Acta Botanica Neerlandica,Inactive
17923,Acta Botanica Sinica,Inactive
17600155121,Acta Botanica Venezuelica,Active
19600162104,"Acta brevia Neerlandica de physiologia, pharmacologia, microbiologia e.a",Inactive
21977,Acta Cardiologica,Active
20701,Acta Cardiologica Sinica,Active
53268,Acta Cardiomiologica,Inactive
94302,Acta Carsologica,Active
38590,Acta Chemica Scandinavica,Inactive
61411,Acta Chemica Scandinavica,Inactive
38717,Acta chemica Scandinavica. Series B: Organic chemistry and biochemistry,Inactive
77333,Acta Chimica Academiae Scientiarum Hungaricae,Inactive
94360,Acta Chimica Hungarica,Inactive
4800152303,Acta Chimica Sinica,Active
21100855857,Acta Chimica Sinica English Edition,Inactive
22658,Acta Chimica Slovenica,Active
24079,Acta Chiropterologica,Active
38410,Acta Chirurgiae Orthopaedicae et Traumatologiae Cechoslovaca,Active
20397,Acta Chirurgiae Plasticae,Active
73810,Acta Chirurgiae Plasticae,Inactive
83118,Acta Chirurgica Academiae Scientiarum Hungaricae,Inactive
21100778825,Acta Chirurgica Austriaca,Inactive
20400,Acta Chirurgica Belgica,Active
34174,Acta Chirurgica Hungarica,Inactive
20402,Acta Chirurgica Italica,Inactive
84717,Acta chirurgica Iugoslavica,Inactive
19600166164,Acta chirurgica Patavina,Inactive
110207,Acta Chirurgica Scandinavica,Inactive
35714,"Acta Chirurgica Scandinavica, Supplement",Inactive
22659,Acta Chromatographica,Active
18749,Acta Cientifica Venezolana,Inactive
146161,Acta Cirurgica Brasileira,Active
28296,Acta Classica,Active
32957,Acta Clinica Belgica,Active
78877,Acta clinica Belgica. Supplementum,Inactive
26518,Acta Clinica Croatica,Active
26534,"Acta Clinica Croatica, Supplement",Active
10600153356,Acta Colombiana de Psicologia,Active
19600157337,Acta Comeniana,Inactive
21100788778,Acta Conventus Neo-Latini,Inactive
22289,Acta Criminologiae et Medicinae Legalis Japonica,Inactive
34782,Acta Crystallographica,Inactive
21100326898,Acta Crystallographica Section A: Foundations and Advances,Active
24653,Acta Crystallographica Section A: Foundations of Crystallography,Inactive
24645,Acta Crystallographica Section B: Structural Science,Inactive
21100246534,"Acta Crystallographica Section B: Structural Science, Crystal Engineering and Materials",Active
24651,Acta Crystallographica Section C: Crystal Structure Communications,Inactive
24658,Acta Crystallographica Section D: Biological Crystallography,Inactive
21100778657,Acta Crystallographica Section D: Structural Biology,Active
21100427192,Acta Crystallographica Section E: Crystallographic Communications,Active
144910,Acta Crystallographica Section E: Structure Reports Online,Inactive
4000151704,Acta Crystallographica Section F: Structural Biology and Crystallization Communications,Inactive
21100326880,Acta Crystallographica Section F: Structural Biology Communications,Active
66358,Acta crystallographica. Section B: Structural crystallography and crystal chemistry,Inactive
21100316073,"Acta crystallographica. Section C, Structural chemistry",Active
13024,Acta Cybernetica,Active
18385,Acta Cytologica,Active
40729,Acta Dermatologica,Inactive
62928,Acta dermatologica-Kyoto. English edition,Inactive
24213,Acta Dermato-Venereologica,Active
24215,"Acta Dermato-Venereologica, Supplement",Inactive
36814,"Acta Dermatovenerologica Alpina, Panonica et Adriatica",Active
24217,Acta Dermatovenerologica Croatica,Active
110313,Acta Dermatovenerologica Iugoslavica,Inactive
25387,Acta Diabetologica,Active
38038,Acta Diabetologica Latina,Inactive
130109,Acta Ecologica Sinica,Active
64540,Acta Embryologiae et Morphologiae Experimentalis,Inactive
54094,Acta embryologiae et morphologiae experimentalis,Inactive
39806,Acta Embryologiae Experimentalis,Inactive
5100155028,Acta Endocrinologica,Active
39749,Acta Endocrinologica,Inactive
19700171502,Acta endocrinologica Iberica,Inactive
35158,"Acta Endocrinologica, Supplement",Inactive
27819,Acta Endoscopica,Inactive
81929,Acta Endoscopica et Radiocinematographica,Inactive
95198,Acta Endoscopica Polona,Inactive
19700177038,Acta Entomologica Musei Nationalis Pragae,Active
31320,Acta Entomologica Sinica,Inactive
21100329307,Acta et Commentationes Universitatis Tartuensis de Mathematica,Active
79684,Acta Ethnographica Hungarica,Active
24090,Acta Ethologica,Active
26535,Acta Facultatis Medicae Fluminensis,Inactive
17900156708,Acta Facultatis Medicae Naissensis,Active
19900191350,Acta Facultatis Pharmaceuticae Universitatis Comenianae,Inactive
7700153234,Acta Facultatis Xylologiae,Active
19381,Acta Farmaceutica Bonaerense,Active
85399,Acta Forestalia Fennica,Inactive
27820,Acta Gastro-Enterologica Belgica,Active
27821,Acta Gastroenterologica Latinoamericana,Active
101417,Acta genetica et statistica medica,Inactive
21651,Acta Geneticae Medicae et Gemellologiae,Inactive
21100453523,Acta Geochimica,Active
144612,Acta Geodaetica et Cartographica Sinica,Active
21100236211,Acta Geodaetica et Geophysica,Active
27409,Acta Geodaetica et Geophysica Hungarica,Inactive
31323,"Acta Geodaetica, Geophysica et Montanistica",Inactive
31324,"Acta Geodaetica, Geophysica et Montanistica Hungarica",Inactive
19700175246,Acta Geodynamica et Geomaterialia,Active
92995,Acta Geographica,Inactive
31327,Acta Geographica Croatica,Inactive
27082,Acta Geographica Lodziensia,Inactive
27097,Acta Geographica Lovaniensia,Inactive
28066,Acta Geographica Sinica,Active
27099,Acta Geographica Slovenica,Active
86955,Acta Geologica Hispanica,Inactive
24521,Acta Geologica Hungarica,Inactive
24523,Acta Geologica Polonica,Active
25750,Acta Geologica Sinica,Active
24524,Acta Geologica Sinica (English Edition),Inactive
21100255102,Acta Geologica Slovaca,Active
4700152838,Acta Geophysica,Active
27412,Acta Geophysica Polonica,Inactive
27875,Acta Geophysica Sinica,Active
21100239246,Acta Geoscientica Sinica,Active
4700152635,Acta Geotechnica,Active
21100283763,Acta Geotechnica Slovenica,Active
30055,Acta Ginecologica,Inactive
21100394733,Acta Gymnica,Active
90379,Acta gynaecologica et obstetrica Hispano-Lusitana,Inactive
25419,Acta Haematologica,Active
25421,Acta Haematologica Polonica,Active
34258,Acta Hepato-Gastroenterologica,Inactive
19400158033,Acta hepatologica,Inactive
25317,Acta Hepatologica Japonica,Active
61156,Acta hepato-splenologica,Inactive
19700170812,Acta Herpetologica,Active
16756,Acta Histochemica,Active
18386,Acta Histochemica et Cytochemica,Active
21100286403,Acta Historiae Artis Slovenica,Active
6000167872,Acta Historiae Artium,Inactive
18750,Acta historica Leopoldina,Inactive
59891,Acta historica scientiarum naturalium et medicinalium,Inactive
19400156801,Acta Historica Tallinnensia,Active
19700180507,Acta Histriae,Active
26209,Acta Horticulturae,Active
21100790326,Acta Horticulturae Sinica,Active
12051,Acta Hospitalia,Inactive
19626,Acta Hydrochimica et Hydrobiologica,Inactive
4800152405,Acta Ichthyologica et Piscatoria,Active
21100407601,Acta IMEKO,Active
15012,Acta Informatica,Active
21100203503,Acta Informatica Medica,Active
5800169547,Acta Juridica Hungarica,Active
5600153982,Acta Koreana,Active
80889,Acta Leidensia,Inactive
21286,Acta Leprologica,Inactive
19900193893,Acta Limnologica Brasiliensia,Active
21100829208,Acta Linguistica Academica,Active
5800209323,Acta Linguistica Hafniensia,Active
5800207535,Acta Linguistica Hungarica,Inactive
10600153351,Acta Literaria,Active
28583,Acta Materialia,Active
24527,Acta Mathematica,Active
24094,Acta Mathematica Academiae Paedagogicae Nyiregyhaziensis,Active
6200180169,Acta Mathematica Academiae Scientiarum Hungaricae,Inactive
24529,Acta Mathematica Hungarica,Active
24531,Acta Mathematica Scientia,Active
4700152477,Acta Mathematica Sinica,Inactive
21100235603,"Acta Mathematica Sinica, Chinese Series",Active
24533,"Acta Mathematica Sinica, English Series",Active
76019,Acta Mathematica Universitatis Comenianae,Active
21100199843,Acta Mathematica Vietnamica,Active
144829,Acta Mathematicae Applicatae Sinica,Active
19747,Acta Mechanica,Active
21100206008,Acta Mechanica et Automatica,Active
13835,Acta Mechanica Sinica/Lixue Xuebao,Active
13836,Acta Mechanica Solida Sinica,Active
26538,Acta medica (Hradec Kralove),Active
26594,Acta medica (Hradec Kralove). Supplementum,Inactive
63792,Acta Medica Academiae Scientiarum Hungaricae,Inactive
21100245723,Acta medica academica,Active
26539,Acta Medica Austriaca,Inactive
66122,Acta medica Austriaca. Supplement,Inactive
25389,Acta Medica Auxologica,Inactive
26759,Acta Medica Bulgarica,Active
26545,Acta Medica Croatica,Active
26546,Acta Medica Dominicana,Inactive
26557,Acta Medica et Biologica,Inactive
37657,Acta Medica Hungarica,Inactive
145168,Acta medica Indonesiana,Active
21100852975,Acta Medica International,Active
26559,Acta Medica Iranica,Active
19400157814,Acta medica Italica di malattie infettive e parassitarie,Inactive
57398,Acta medica Italica di medicina tropicale e subtropicale e di gastroenterologia,Inactive
38803,Acta Medica Iugoslavica,Inactive
21287,Acta Medica Mediterranea,Active
26562,Acta Medica Nagasakiensia,Active
26563,Acta Medica Okayama,Active
19400157815,Acta medica Orientalia,Inactive
26564,Acta Medica Philippina,Active
26591,Acta Medica Portuguesa,Active
26592,Acta Medica Romana,Inactive
19600157206,Acta Medica Saliniana,Active
34515,Acta Medica Scandinavica,Inactive
38757,"Acta Medica Scandinavica, Supplement",Inactive
82086,Acta medicinae Okayama,Inactive
33366,Acta Metallurgica,Inactive
37805,Acta Metallurgica et Materialia,Inactive
28585,Acta Metallurgica Sinica (English Letters),Active
76103,"Acta Metallurgica Sinica Series A, Physical Metallurgy & Materials Science",Inactive
74796,"Acta Metallurgica Sinica Series B, Process Metallurgy & Miscellaneous",Inactive
19600156802,Acta Metallurgica Slovaca,Active
12063,Acta Meteorologica Sinica,Active
32778,Acta Microbiologica Academiae Scientiarum Hungaricae,Inactive
19090,Acta Microbiologica et Immunologica,Active
92475,Acta Microbiologica Hellenica,Active
34278,Acta Microbiologica Hungarica,Inactive
19091,Acta Microbiologica Polonica,Inactive
67411,Acta microbiologica Polonica. Series A: Microbiologia generalis,Inactive
66524,Acta microbiologica Polonica. Series B: Microbiologia applicata,Inactive
19600157209,Acta Microscopica,Active
5800179608,Acta Montanistica Slovaca,Active
61330,Acta Morphologica Academiae Scientiarum Hungaricae,Inactive
36919,Acta Morphologica Hungarica,Inactive
36955,Acta Morphologica Neerlando-Scandinavica,Inactive
16100154717,Acta Mozartiana,Inactive
19900195013,"Acta Musei Nationalis Pragae, Series B - Historia Naturalis",Inactive
16800154732,Acta Musicologica,Active
21100463095,Acta Mycologica,Active
22396,Acta Myologica,Active
21100256975,Acta Naturae,Active
101047,Acta Naturalia de l'Ateneo Parmense,Inactive
19700186118,Acta Neerlandica morphologiae normalis et pathologicae,Inactive
15607,Acta Neonatologica Japonica,Inactive
21100847480,Acta Neophilologica,Active
17540,Acta Neurobiologiae Experimentalis,Active
20412,Acta Neurochirurgica,Active
17541,"Acta Neurochirurgica, Supplement",Active
17546,Acta Neurologica Belgica,Active
89160,Acta neurologica et psychiatrica Belgica,Inactive
17548,Acta Neurologica Scandinavica,Active
17549,"Acta Neurologica Scandinavica, Supplement",Inactive
17551,Acta Neurologica Taiwanica,Active
17552,Acta Neuropathologica,Active
21100367530,Acta neuropathologica communications,Active
17554,Acta Neuropsychiatrica,Active
300147009,Acta Neuropsychologica,Active
55246,Acta neurovegetativa,Inactive
24535,Acta Numerica,Active
110140,Acta Obstetrica et Gynaecologica Japonica,Inactive
73741,Acta Obstetrica y Ginecologica Hispano-Lusitana,Inactive
30056,Acta Obstetricia et Gynecologica Scandinavica,Active
36186,"Acta Obstetricia et Gynecologica Scandinavica, Supplement",Inactive
26775,Acta Oceanologica Sinica,Active
52374,Acta odontologica latinoamericana : AOL,Active
23755,Acta Odontologica Scandinavica,Active
12493,Acta Oecologica,Active
36494,"Acta Oecologica, Oecologia Plantarum",Inactive
31760,Acta Oecologica/Oecologia Applicata,Inactive
31761,Acta Oecologica/Oecologia Generalis,Inactive
18217,Acta Oeconomica,Active
4000149602,Acta of Bioengineering and Biomechanics,Active
28668,Acta Oncologica,Active
28689,"Acta Oncologica, Supplement",Inactive
21100267789,Acta Onomastica,Active
36522,Acta Ophthalmologica,Inactive
19700184600,Acta Ophthalmologica,Active
13258,Acta Ophthalmologica Scandinavica,Inactive
13259,"Acta Ophthalmologica Scandinavica, Supplement",Inactive
51224,Acta Ophthalmologica. Supplement,Inactive
5800222465,Acta Orientalia,Active
20957,Acta Ornithologica,Active
144804,Acta Orthopaedica,Active
15190,Acta Orthopaedica Belgica,Active
88000,Acta Orthopaedica et Traumatologica Turcica,Active
15192,Acta Orthopaedica Iugoslavica,Inactive
15193,Acta Orthopaedica Scandinavica,Inactive
15195,"Acta Orthopaedica Scandinavica, Supplement",Inactive
3500148022,Acta orthopaedica. Supplementum,Inactive
4500151524,Acta Ortopedica Brasileira,Active
11600154629,Acta ortopédica mexicana,Inactive
13578,Acta Oto-Laryngologica,Active
13580,"Acta Oto-Laryngologica, Supplement",Inactive
13582,Acta Oto-Rhino-Laryngologica Belgica,Inactive
13594,Acta Otorhinolaryngologica Italica,Active
9500153904,Acta oto-rino-laringologica ibero-americana,Inactive
37536,Acta Otorrinolaringologica Espanola,Active
34644,Acta Paediatrica Academiae Scientiarum Hungaricae,Inactive
110311,Acta Paediatrica Belgica,Inactive
84684,Acta Paediatrica Hungarica,Inactive
31340,Acta Paediatrica Japonica,Inactive
40958,Acta Paediatrica Scandinavica,Inactive
39968,"Acta Paediatrica Scandinavica, Supplement",Inactive
91880,Acta Paediatrica Sinica,Inactive
14412,Acta Paediatrica Taiwanica,Inactive
14410,"Acta Paediatrica, International Journal of Paediatrics",Active
14413,"Acta Paediatrica, International Journal of Paediatrics, Supplement",Inactive
19400157838,Acta paediatrica. Supplementum,Inactive
35160,Acta Paedopsychiatrica,Inactive
13336,Acta Palaeobotanica,Active
13337,Acta Palaeontologica Polonica,Active
19092,Acta Parasitologica,Active
36774,Acta Parasitologica Polonica,Inactive
56237,Acta pathologica et microbiologica Scandinavica,Inactive
39432,Acta Pathologica et Microbiologica Scandinavica - Section A Pathology,Inactive
36552,Acta Pathologica et Microbiologica Scandinavica - Section B Microbiology and Immunology,Inactive
39439,Acta Pathologica et Microbiologica Scandinavica - Section C Immunology,Inactive
35938,Acta Pathologica Japonica,Inactive
32717,Acta Pathologica Microbiologica et Immunologica Scandinavica - Section A Pathology,Inactive
36963,Acta Pathologica Microbiologica et Immunologica Scandinavica - Section B Microbiology,Inactive
67240,Acta Pathologica Microbiologica et Immunologica Scandinavica - Section C Immunology,Inactive
12425,Acta Pathologica Microbiologica et Immunologica Scandinavica - Supplementum,Inactive
5100155097,Acta Paulista de Enfermagem,Active
21100395059,Acta Pediatrica de Mexico,Active
14437,Acta Pediatrica Espanola,Active
10100153330,Acta Periodica Technologica,Active
27388,Acta Petrologica Sinica,Active
19398,Acta Pharmaceutica,Active
98221,Acta Pharmaceutica Fennica,Inactive
19399,Acta Pharmaceutica Hungarica,Active
58665,Acta Pharmaceutica Jugoslavica,Inactive
34157,Acta Pharmaceutica Nordica,Inactive
5200152602,Acta Pharmaceutica Sciencia,Active
20700195026,Acta Pharmaceutica Sinica B,Active
34754,Acta Pharmaceutica Suecica,Inactive
79749,Acta Pharmaceutica Technologica,Inactive
19402,Acta Pharmaceutica Turcica,Inactive
91920,Acta Pharmaceutica Turcica,Inactive
34521,Acta Pharmacologica et Toxicologica,Inactive
19403,Acta Pharmacologica Sinica,Active
19900192120,Acta Philosophica,Active
21100255391,Acta Phlebologica,Active
19700172101,Acta Physica Academiae Scientiarum Hungaricae,Inactive
19700172102,Acta Physica Hungarica,Inactive
26934,"Acta Physica Hungarica, Series A: Heavy Ion Physics",Inactive
86705,"Acta Physica Hungarica, Series B: Quantum Electronics",Inactive
26936,Acta Physica Polonica A,Active
19700174662,"Acta Physica Polonica B, Proceedings Supplement",Active
26937,"Acta Physica Polonica, Series B.",Active
4700152476,Acta Physica Sinica (overseas Edition),Inactive
26938,Acta Physica Slovaca,Active
23773,Acta Physico - Chimica Sinica,Active
16641,Acta Physiologiae Plantarum,Active
4000148904,Acta Physiologica,Active
70301,Acta Physiologica Academiae Scientiarum Hungaricae,Inactive
